MRGID,GEONAME,aphiaid,worms_name,GROUP,n_current,n_RCP45_2050,n_RCP45_2100,n_RCP85_2050,n_RCP85_2100,sciname,iucn_sid,iucn_category,iucn_category_code,pop_trend_desc,pop_trend_code
8461,Surinamese Exclusive Economic Zone,105816,sphyrna lewini,FISH,1137,678,80,275,42,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8462,French Exclusive Economic Zone (French Guiana),105816,sphyrna lewini,FISH,764,280,199,234,NA,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8464,Brazilian Exclusive Economic Zone,105816,sphyrna lewini,FISH,20575,13798,13457,13202,8682,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8465,Chilean Exclusive Economic Zone,105816,sphyrna lewini,FISH,6011,8311,9609,8458,12300,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8466,Argentinian Exclusive Economic Zone,105816,sphyrna lewini,FISH,1549,2582,2385,2626,2591,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8467,Uruguayan Exclusive Economic Zone,105816,sphyrna lewini,FISH,2835,4010,4177,4316,3543,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8468,Qatari Exclusive Economic Zone,105816,sphyrna lewini,FISH,1067,803,549,449,194,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8469,Iranian Exclusive Economic Zone,105816,sphyrna lewini,FISH,3337,2322,1964,1738,920,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8470,Iraqi Exclusive Economic Zone,105816,sphyrna lewini,FISH,46,46,46,46,41,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8471,Bissau-Guinean Exclusive Economic Zone,105816,sphyrna lewini,FISH,2302,1054,896,1063,553,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8472,Guinean Exclusive Economic Zone,105816,sphyrna lewini,FISH,2470,419,316,431,342,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8473,Ivorian Exclusive Economic Zone,105816,sphyrna lewini,FISH,1663,1232,612,900,1,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8474,Nigerian Exclusive Economic Zone,105816,sphyrna lewini,FISH,4574,1863,1275,1392,326,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8475,Cameroonian Exclusive Economic Zone,105816,sphyrna lewini,FISH,470,428,389,420,189,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8476,Gabonese Exclusive Economic Zone,105816,sphyrna lewini,FISH,6451,6126,5945,5067,1079,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8477,Congolese (Democratic Republic of) Exclusive Economic Zone,105816,sphyrna lewini,FISH,408,366,360,219,123,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8478,Angolan Exclusive Economic Zone,105816,sphyrna lewini,FISH,6724,10216,6687,6671,2965,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,105816,sphyrna lewini,FISH,1575,662,61,77,52,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8480,Indian Exclusive Economic Zone,105816,sphyrna lewini,FISH,20639,7452,6294,6996,3314,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8481,Bangladeshi Exclusive Economic Zone,105816,sphyrna lewini,FISH,2498,2227,2214,2264,1827,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8482,Myanma Exclusive Economic Zone,105816,sphyrna lewini,FISH,4588,3502,2354,2703,1855,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8483,Malaysian Exclusive Economic Zone,105816,sphyrna lewini,FISH,4095,2367,1984,2198,2174,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,105816,sphyrna lewini,FISH,8410,5634,2810,3833,2390,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8485,Singaporean Exclusive Economic Zone,105816,sphyrna lewini,FISH,17,17,8,13,NA,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8486,Chinese Exclusive Economic Zone,105816,sphyrna lewini,FISH,20197,20466,19303,20353,20077,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8487,Japanese Exclusive Economic Zone,105816,sphyrna lewini,FISH,28418,58705,58210,62582,40681,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8488,Kiribati Exclusive Economic Zone (Gilbert Islands),105816,sphyrna lewini,FISH,34,NA,NA,NA,NA,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8490,Egyptian Exclusive Economic Zone,105816,sphyrna lewini,FISH,2264,138,982,586,267,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8491,Jordanian Exclusive Economic Zone,105816,sphyrna lewini,FISH,3,NA,3,NA,3,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8492,Indonesian Exclusive Economic Zone,105816,sphyrna lewini,FISH,40268,14995,11560,12950,11222,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8493,Canadian Exclusive Economic Zone,105816,sphyrna lewini,FISH,488,1136,1160,1305,2461,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
8495,French Exclusive Economic Zone (Collectivity of Saint Martin),105816,sphyrna lewini,FISH,13,NA,NA,NA,NA,sphyrna lewini,39385,Critically Endangered,CR,Decreasing,1
